the_geom,sysid,sum_min,num_trip,lat,lng,sysname,year,assigned_month,pct_ttl_num_trips,bin_num_trip,mar_ind,sysorder,may_ind,dateStr,dateTxt,display,sysname_alt,yroverchange,yroverchange_bin,trip_type
POINT (-74.039894 40.724851),9999,327867.1833333328,38202,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,4,0.01047460069732,1,1,6,1,03/31/19 through 05/04/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,1
POINT (-122.410143 37.773833),42,,,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,42,,,1,2,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",,,1
POINT (-118.2436849 34.0522342),73,376082,21497,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,1,0.011897942364966,1,1,9,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,1
POINT (-118.2436849 34.0522342),73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2021,11,,,1,9,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,9999
POINT (-71.0588801 42.3600825),1,3577441.8500000285,250950,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2023,11,0.062060298027919,3,1,5,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",-0.127755416988175,-1,1
POINT (-72.673371 40.909849),3,25924508.416666605,1654737,40.909849,-72.673371,"CitiBike (New York, NY)",2020,11,0.683353465524397,4,1,1,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",0.228074459116061,1,1
POINT (-87.6297982 41.8781136),60,1655457.3833333352,113836,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,8,0.522466289092261,4,1,4,1,07/31/22 through 08/27/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",0.666339749688941,3,2
POINT (-118.2436849 34.0522342),73,24031,1435,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,7,0.015995987069446,1,1,9,1,06/28/20 through 08/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",4.979166666666667,4,9999
POINT (-118.2436849 34.0522342),73,986294,45090,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2023,7,0.007154406012938,1,1,9,1,06/25/23 through 07/29/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",0.331384533616795,2,1
POINT (-97.7492916839957 30.2703327863944),53,21794,857,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2019,42,,,0,12,0,03/31/19 through 05/04/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Austin, TX (MetroBike Austin)",,,1
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2021,11,,,0,11,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,9999
POINT (-87.6297982 41.8781136),60,162021.60000000015,12708,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,2,0.15346528675112,4,1,4,1,01/30/22 through 02/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",2.823104693140794,4,2
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,10,,,0,13,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,9999
POINT (-118.2436849 34.0522342),73,15413,460,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,6,0.006203808599018,1,1,9,1,05/31/20 through 06/27/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",-0.331395348837209,-2,2
POINT (-118.2436849 34.0522342),73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,1,,,1,9,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,2
POINT (-87.6297982 41.8781136),60,12505080.34999991,626564,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,7,0.136875344747549,4,1,4,1,06/30/19 through 08/03/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,,1
POINT (-122.410143 37.773833),42,1237818.1666666674,89998,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,10,0.456863511530984,4,1,2,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",0.157232866143757,1,2
POINT (-122.410143 37.773833),42,1112055.8999999994,86394,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,31,,,1,2,1,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"San Francisco, CA (Bay Wheels)",,,9999
POINT (-118.2436849 34.0522342),73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2023,8,,,1,9,1,07/30/23 through 08/26/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,2
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2022,5,,,0,12,1,05/01/22 through 05/28/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,2
POINT (-77.0368707 38.9071923),56,372070.19999999995,24145,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,41,,,0,3,1,03/31/19 through 05/04/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Washington, DC Metro (Capital Bikeshare)",,,1
POINT (-82.9987942 39.9611755),58,26.216666666666665,6,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,6,0.000080919242596,1,1,8,1,05/31/20 through 06/27/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",,-4,2
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,31,,,0,11,0,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-77.0368707 38.9071923),56,5800985.500000028,357366,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2023,8,0.065626026078084,3,0,3,1,07/30/23 through 08/26/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",0.14237946973717,1,1
POINT (-77.0368707 38.9071923),56,6219686.083333356,329955,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,6,0.066659016669653,3,0,3,1,05/29/22 through 06/25/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",0.508400192004389,3,1
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2023,4,,,1,1,1,03/26/23 through 04/29/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,9999
POINT (-87.6297982 41.8781136),60,59993.15000000001,2998,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,8,0.038063074501041,2,1,4,1,08/02/20 through 08/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,-4,9999
POINT (-82.9987942 39.9611755),58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,11,,,1,8,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",,,9999
POINT (-74.039894 40.724851),9999,380498.6833333324,48348,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,12,0.019490493002886,1,1,6,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",0.022740253421615,1,1
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2023,7,,,0,11,1,06/25/23 through 07/29/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,9999
POINT (-79.9849659685496 40.4454577489795),29,,,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2019,32,,,0,11,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,1
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2020,8,,,1,1,1,08/02/20 through 08/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,2
POINT (-87.6297982 41.8781136),60,1005833.9166666714,63774,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2021,9,0.47815557638238,4,1,4,1,08/29/21 through 10/02/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",4.493496425187355,4,9999
POINT (-87.6297982 41.8781136),60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,4,,,1,4,1,03/31/19 through 05/04/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,,9999
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,51,,,1,5,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"Boston Metro, MA (Blue Bikes)",,,2
POINT (-82.9987942 39.9611755),58,4935.666666666667,339,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2023,8,0.003492505022408,1,1,8,1,07/30/23 through 08/26/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",-0.156716417910448,-1,9999
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,1,,,1,5,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,2
POINT (-82.9987942 39.9611755),58,3364.0499999999993,197,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2021,12,0.001847406129262,1,1,8,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",0.912621359223301,4,2
POINT (-79.9849659685496 40.4454577489795),29,200775,4601,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,4,0.003655309334823,1,0,11,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",-0.391723955579059,-2,1
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2021,3,,,0,12,1,02/28/21 through 03/27/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,9999
POINT (-75.1652215 39.9525839),43,1776588,69341,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2020,5,0.034860331937566,2,0,7,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",0.106128764675855,1,1
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2019,3,,,0,12,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,2
POINT (-85.3096801 35.0456297),54,76986,2519,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,12,0.001599150843919,1,0,10,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",-0.206114087614245,-1,1
POINT (-122.410143 37.773833),42,1655618.966666668,113602,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,9,0.415982833686693,4,1,2,1,08/28/22 through 10/01/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",0.137043339005105,1,2
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,3,,,0,11,1,02/27/22 through 03/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,1
POINT (-79.9849659685496 40.4454577489795),29,183589,10537,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2021,10,0.002491483628018,1,0,11,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",0.500355973230813,3,1
POINT (-75.1652215 39.9525839),43,1070801,62688,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,5,0.020223768670644,1,0,7,1,05/05/19 through 06/01/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,1
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,5,,,0,13,1,05/05/19 through 06/01/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,9999
POINT (-118.2436849 34.0522342),73,202780,12492,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,31,,,1,9,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Los Angeles, CA (Metro Bike Share)",,,1
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2019,1,,,0,12,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,9999
POINT (-75.1652215 39.9525839),43,1467170,99056,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2023,6,0.020289762453124,1,0,7,1,05/28/23 through 06/24/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",0.062012179432198,1,1
POINT (-85.3096801 35.0456297),54,388783,11882,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,4,0.002959833500024,1,0,10,1,03/27/22 through 04/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",-0.108694021453754,-1,1
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2021,3,,,0,12,1,02/28/21 through 03/27/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,2
POINT (-122.6764816 45.5230622),74,39261.79999999998,2590,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,2,0.984790874524715,4,1,13,1,02/03/19 through 03/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Portland, OR (BikeTown)",,,9999
POINT (-82.9987942 39.9611755),58,30152.150000000005,1591,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2023,2,0.00061065924715,1,1,8,1,01/29/23 through 02/25/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",2.138067061143984,4,1
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,1,,,1,14,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,2
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2021,12,,,0,12,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,2
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2023,7,,,0,13,1,06/25/23 through 07/29/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,9999
POINT (-87.6297982 41.8781136),60,14013304.733333327,738727,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2021,7,0.137317993390314,4,1,4,1,06/27/21 through 07/31/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",0.254740135439721,2,1
POINT (-87.6297982 41.8781136),60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,32,,,1,4,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Chicago, IL (Divvy)",,,2
POINT (-122.410143 37.773833),42,779616.5000000002,47160,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2021,2,0.82544238881207,4,1,2,1,01/31/21 through 02/27/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",-0.621994228919525,-3,2
POINT (-74.039894 40.724851),9999,50847.93333333334,2572,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,32,,,1,6,0,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"Jersey City, NJ (CitiBike)",,,1
POINT (-87.6297982 41.8781136),60,66046.89999999997,5461,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2021,1,0.126634820517577,4,1,4,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,-4,9999
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2022,1,,,0,7,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,2
POINT (-82.9987942 39.9611755),58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,3,,,1,8,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",,,2
POINT (-72.673371 40.909849),3,27571440.73333359,1293886,40.909849,-72.673371,"CitiBike (New York, NY)",2020,5,0.650485217250538,4,1,1,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",-0.259366066818623,-2,1
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,31,,,1,10,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,9999
POINT (-122.6764816 45.5230622),74,,,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,42,,,1,14,1,03/31/19 through 05/04/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Portland, OR (BikeTown)",,,9999
POINT (-71.0588801 42.3600825),1,2226147.6666666623,171170,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,11,0.072936001077188,3,1,5,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,1
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2020,2,,,1,1,1,02/02/20 through 02/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,9999
POINT (-122.410143 37.773833),42,0,0,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,3,,,1,2,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",,,9999
POINT (-75.1652215 39.9525839),43,410739,30490,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,1,0.016875297144151,1,0,7,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,1
POINT (-122.410143 37.773833),42,,,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,42,,,1,2,1,03/31/19 through 05/04/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",,,9999
POINT (-82.9987942 39.9611755),58,12742.183333333338,921,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,12,0.0005406189118,1,1,8,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",,,1
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,51,,,0,7,0,05/05/19 through 06/01/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,9999
POINT (-82.9987942 39.9611755),58,11886.649999999996,774,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,2,0.000407349983106,1,1,8,1,02/02/20 through 02/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",-0.157780195865071,-1,1
POINT (-118.2436849 34.0522342),73,16031,588,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,41,,,1,9,1,03/31/19 through 05/04/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,2
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2022,4,,,0,12,1,03/27/22 through 04/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,9999
POINT (-93.2650108 44.977753),25,913502.2,43858,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,8,0.011374915481769,1,1,10,1,08/04/19 through 08/31/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,1
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2023,11,,,0,7,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,2
POINT (-97.7492916839957 30.2703327863944),53,,,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2019,32,,,0,12,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,1
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,51,,,0,13,0,05/05/19 through 06/01/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Chattanooga, TN (Bike Chattanooga)",,,2
POINT (-122.410143 37.773833),42,506054.7333333334,32264,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2021,3,0.679871881321645,4,1,2,1,02/28/21 through 03/27/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",-0.676298258287182,-3,9999
POINT (-75.1652215 39.9525839),43,695677,54780,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2023,2,0.021025715624701,1,0,7,1,01/29/23 through 02/25/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",0.488303855244926,2,1
POINT (-122.6764816 45.5230622),74,89759.40000000001,4257,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2020,8,0.045579622471814,2,1,14,1,08/02/20 through 08/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Portland, OR (BikeTown)",-0.704498125780925,-3,2
POINT (-87.6297982 41.8781136),60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,7,,,1,4,1,06/30/19 through 08/03/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,,2
POINT (-82.9987942 39.9611755),58,123802.03333333337,4987,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,51,,,1,8,0,05/05/19 through 06/01/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",,,1
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,1,,,0,11,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-75.1652215 39.9525839),43,1463985,100744,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2023,4,0.020549821547572,1,0,7,1,03/26/23 through 04/29/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",0.206370494551551,1,1
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,2,,,0,11,1,02/02/20 through 02/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,1,,,0,10,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,2
POINT (-122.6764816 45.5230622),74,75018.79999999996,3135,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2020,5,0.055610742540888,3,1,14,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Portland, OR (BikeTown)",-0.786879673691366,-4,2
POINT (-118.2436849 34.0522342),73,294160,17782,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,2,0.010231212043624,1,1,9,1,02/03/19 through 03/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,1
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,5,,,1,5,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,9999
POINT (-77.0368707 38.9071923),56,5632978.9166666325,312826,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,8,0.061101919022857,3,0,3,1,07/31/22 through 08/27/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",0.449409257285827,2,1
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2022,3,,,0,12,1,02/27/22 through 03/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,2
POINT (-77.0368707 38.9071923),56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,41,,,0,3,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"Washington, DC Metro (Capital Bikeshare)",,,2
